#separator:;
#html:true
#columns:German;English;Ukrainian;Example
die Geheimhaltungspflicht, -en;duty of confidentiality;обов'язок нерозголошення (таємниці);Die Geheimhaltungspflicht **schützt Geschäftsgeheimnisse vor der Konkurrenz**.
die Verschwiegenheitsvereinbarung, -en;non-disclosure agreement (NDA);угода про нерозголошення (NDA);Vor den Verhandlungen **haben wir eine Verschwiegenheitsvereinbarung unterzeichnet**.
die Geschäftsgeheimnis, -se;trade secret;комерційна таємниця;Der Verrat von Geschäftsgeheimnissen **ist strafbar und ein Kündigungsgrund**.
die Betriebsgeheimnis, -se;operating secret / company secret;службова (заводська) таємниця;Mitarbeiter sind verpflichtet, **alle Betriebsgeheimnisse streng geheim zu halten**.
die Kundenschutz (Sg.);customer protection / non-compete for clients;захист клієнтів (заборона переманювати клієнтів);Die Klausel zum Kundenschutz **gilt für zwei Jahre nach dem Austritt**.
die Wettbewerbsverbot, -e;non-compete covenant;заборона конкуренції;Das nachvertragliche Wettbewerbsverbot **sieht eine finanzielle Entschädigung vor**.
die Karenzentschädigung, -en;non-compete compensation;компенсація за утримання від конкуренції (каренц);Der Ex-Arbeitgeber **muss eine Karenzentschädigung in halber Gehaltshöhe zahlen**.
die Konkurrenzklausel, -n;non-compete clause;положення про конкуренцію (в договорі);Die Konkurrenzklausel **verbietet die Arbeit für direkte Mitbewerber**.
die Mitbewerber, - / die Mitbewerberin, -nen;competitor;конкурент, суперник;Wir müssen den Markt analysieren, **um uns gegen die Mitbewerber zu behaupten**.
die Wettbewerbssituation, -en;competitive situation;конкурентна ситуація;Die veränderte Wettbewerbssituation **erfordert eine Anpassung unserer Preise**.
die Marktführer, - / die Marktführerin, -nen;market leader;лідер ринку;Unser Ziel ist es, **sich als Marktführer in der Branche zu etablieren**.
die Marktanteil, -e;market share;частка ринку;<b>Aus der Grafik geht hervor, dass</b> wir unseren Marktanteil ausbauen konnten.
die Marktdurchdringung (Sg.);market penetration;проникнення на ринок;Eine höhere Marktdurchdringung **wurde durch aggressive Werbung erreicht**.
die Markterschließung (Sg.);market development;освоєння ринку;Die Markterschließung in Asien **stellt einen wichtigen Karriereschritt dar**.
die Marktsegment, -e;market segment;сегмент ринку;Wir konzentrieren uns auf das lukrative Marktsegment der B2B-Software.
die Zielgruppe, -n;target group;цільова аудиторія;Die Zielgruppe für das neue Produkt **besteht vor allem aus kaufmännischen Betrieben**.
die Zielgruppenanalyse, -n;target group analysis;аналіз цільової аудиторії;Eine genaue Zielgruppenanalyse **ist Voraussetzung für das Marketing**.
die Kundenbefragung, -en;customer survey;опитування клієнтів;Die Kundenbefragung **wurde online über ein Portal durchgeführt**.
die Marktforschung (Sg.);market research;дослідження ринку;Die Abteilung für Marktforschung **analysiert die Wünsche potenzieller Kunden**.
die Marktanalyse, -n;market analysis;аналіз ринку;Die Marktanalyse **legt den Schluss nahe, dass eine Nachfrage nach Biomasse besteht**.
die Marktbeobachtung (Sg.);market monitoring;спостереження за ринком;Die kontinuierliche Marktbeobachtung **hilft, Trends rechtzeitig zu erkennen**.
die Trendforschung (Sg.);trend research;дослідження трендів;Die Trendforschung **weist auf eine steigende Nachfrage nach Ökostrom hin**.
die Zukunftsforschung (Sg.);future research / futurology;прогнозування майбутнього;Die Zukunftsforschung **beschäftigt sich mit den Auswirkungen der Digitalisierung**.
die Megatrend, -s;megatrend;мегатренд;Künstliche Intelligenz gilt als der wichtigste Megatrend **unserer Zeit**.
die Digitalisierung (Sg.);digitalization;диджиталізація, цифровізація;Die Digitalisierung **verändert die Arbeitswelt und die Wirtschaftsbranchen grundlegend**.
die Globalisierung (Sg.);globalization;глобалізація;Die Globalisierung **erfordert eine hohe interkulturelle Kompetenz der Mitarbeiter**.
die Internationalisierung (Sg.);internationalization;інтернаціоналізація;Die Internationalisierung **bietet dem Betrieb neue Absatzchancen**.
die Exportquote, -n;export ratio;рівень експорту (частка експорту);<b>Aus den Berichten geht hervor, dass</b> die Exportquote gestiegen ist.
die Handelsbilanz, -en;balance of trade;торговий баланс;Eine positive Handelsbilanz **weist auf die Wettbewerbsfähigkeit der Wirtschaft hin**.
die Leistungsbilanz, -en;current account balance;баланс поточних операцій;Die Leistungsbilanz **wird von der Zentralbank vierteljährlich veröffentlicht**.
die Zahlungsbilanz, -en;balance of payments;платіжний баланс;Die Zahlungsbilanz **gibt Aufschluss über die finanziellen Beziehungen zum Ausland**.
die Währungsrisiko, -en;currency risk;валютний ризик;Um das Währungsrisiko zu minimieren, **nutzen wir feste Wechselkurse**.
die Wechselkurs, -e;exchange rate;обмінний курс;Schwankungen der Wechselkurse **beeinflussen das Ergebnis im Exportgeschäft**.
die Devisenmarkt, "-e;foreign exchange market;валютний ринок;Die Transaktionen auf dem Devisenmarkt **unterliegen strengen Kontrollen**.
die Devisenreserven (Pl.);foreign exchange reserves;валютні резерви;Die Devisenreserven des Landes **sichern die Stabilität der Währung ab**.
die Geldpolitik (Sg.);monetary policy;грошово-кредитна політика;Die Geldpolitik der EZB **hat Einfluss auf die Zinsen für Unternehmenskredite**.
die Notenbank, -en;central bank;емісійний (центральний) банк;Die Notenbank **entscheidet über die Leitzinsanpassung im Euroraum**.
die Leitzins, -en;key interest rate;облікова ставка (ключова ставка);Der Leitzins **wurde von der Zentralbank gesenkt, um die Konjunktur zu stärken**.
die Zinsniveau, -s;interest rate level;рівень відсоткових ставок;Ein niedriges Zinsniveau **begünstigt Investitionen in neue Solaranlagen**.
die Zinswende, -n;interest rate turnaround;поворот у відсотковій політиці;Die angekündigte Zinswende **stellt Banken vor neue Herausforderungen**.
die Inflationsrate, -n;inflation rate;рівень інфляції;<b>Aus der Grafik geht hervor, dass</b> die Inflationsrate stabil geblieben ist.
die Geldentwertung (Sg.);depreciation of money / inflation;знецінення грошей;Die Geldentwertung **schadet vor allem den privaten Haushalten**.
die Kaufkraft (Sg.);purchasing power;купівельна спроможність;Eine sinkende Kaufkraft **wirkt sich negativ auf den Einzelhandel aus**.
die Verbraucherpreisindex (VPI) (Sg.);consumer price index (CPI);індекс споживчих цін (ІСЦ);Der VPI **dient als Maßstab für die Messung der Inflation**.
die Warenkorb, "-e;basket of goods;споживчий кошик;Der Warenkorb **beinhaltet repräsentative Güter für den täglichen Bedarf**.
die Lebenshaltungskosten (Pl.);cost of living;витрати на проживання;Die steigenden Lebenshaltungskosten **erfordern eine Anpassung der Tarife**.
die Reallohn, "-e;real wage;реальна заробітна плата;Trotz Gehaltserhöhung **ist der Reallohn wegen der Inflation gesunken**.
die Nominallohn, "-e;nominal wage;номінальна заробітна плата;Der Nominallohn **stieg im vergangenen Jahr um durchschnittlich 4 Prozent**.
die Lohn-Preis-Spirale, -n;wage-price spiral;інфляційна спіраль «зарплата-ціни»;Eine Lohn-Preis-Spirale **muss durch moderate Tarifabschlüsse vermieden werden**.
die Lohnpolitik (Sg.);wage policy;політика заробітної плати;Eine verantwortungsvolle Lohnpolitik **sichert die Arbeitsplätze im Inland**.
die Lohnnebenkosten (Pl.);non-wage labor costs;додаткові витрати на оплату праці (соцвнески роботодавця);Hohe Lohnnebenkosten **gefährden die Wettbewerbsfähigkeit der Betriebe**.
die Sozialabgaben (Pl.);social security contributions;соціальні внески;Die Sozialabgaben **werden direkt vom Bruttogehalt abgezogen**.
die Arbeitgeberanteil, -e;employer's share;частка роботодавця (у соцвнесках);Der Arbeitgeberanteil an der Krankenversicherung **beträgt die Hälfte des Beitrags**.
die Arbeitnehmeranteil, -e;employee's share;частка працівника;Der Arbeitnehmeranteil **wird auf der Gehaltsabrechnung separat ausgewiesen**.
die Rentenversicherung, -en;pension insurance;пенсійне страхування;Die gesetzliche Rentenversicherung **sichert den Lebensunterhalt im Alter**.
die Krankenversicherung, -en;health insurance;медичне страхування;Die Anmeldung bei der Krankenversicherung **erfolgt durch den Personalbereich**.
die Arbeitslosenversicherung, -en;unemployment insurance;страхування на випадок безробіття;Die Beiträge zur Arbeitslosenversicherung **wurden gesetzlich angepasst**.
die Pflegeversicherung, -en;long-term care insurance;страхування на випадок потреби в догляді;Die Pflegeversicherung **übernimmt die Kosten für das Pflegeheim teilweise**.
die Unfallversicherung, -en;accident insurance;страхування від нещасних випадків;Die gesetzliche Unfallversicherung **ist für den Arbeitnehmer beitragsfrei**.
die Berufsgenossenschaft (BG), -en;employers' liability insurance association;галузеве страхування;Die BG **ist der Träger der gesetzlichen Unfallversicherung**.
die Umlageverfahren, -;pay-as-you-go system;розподільча система (фінансування пенсій);Die gesetzliche Rente **basiert in Deutschland auf dem Umlageverfahren**.
die Generationenvertrag, "-e;intergenerational contract;договір поколінь;Der Generationenvertrag **stößt wegen der alternden Gesellschaft an seine Grenzen**.
die Demografie (Sg.);demography;демографія;Die Demografie **erfordert eine stufenweise Anhebung des Rentenalters**.
die demografische Wandel;demographic change;демографічні зміни;Der demografische Wandel **verursacht einen chronischen Fachkräftemangel**.
die Fachkräftemangel (Sg.);shortage of skilled workers;дефіцит кваліфікованих кадрів;Der Fachkräftemangel **stellt das produzierende Gewerbe vor große Probleme**.
die Arbeitskräftemangel (Sg.);labor shortage;дефіцит робочої сили;Gegen den Arbeitskräftemangel **hilft die gezielte Zuwanderung von Fachkräften**.
die Zuwanderung (Sg.);immigration;імміграція;Die Zuwanderung **leistet einen Beitrag zur Stabilisierung der Sozialkassen**.
die Fachkräfteeinwanderungsgesetz (Sg.);skilled immigration act;закон про імміграцію кваліфікованих спеціалістів;Das neue Fachkräfteeinwanderungsgesetz **erleichtert die Arbeitsplatzsuche in der IT**.
die Anerkennung (z. B. von Abschlüssen) (Sg.);recognition / equivalence assessment;визнання (напр., дипломів);Die Anerkennung ausländischer Abschlüsse **wird von der IHK durchgeführt**.
die Gleichwertigkeitsprüfung, -en;equivalence assessment;перевірка на еквівалентність (диплому);Die Gleichwertigkeitsprüfung **erfordert das Vorlegen aller Zeugnisse**.
die Defizitbescheid, -e;deficit notice (in qualification recognition);повідомлення про часткове визнання (з переліком відсутніх дисциплін);Im Defizitbescheid **sind die fehlenden Qualifikationen genau aufgelistet**.
die Anpassungsqualifizierung, -en;adaptation qualification / training;адаптаційна кваліфікація (навчання для повного визнання диплому);Die Anpassungsqualifizierung **hilft, die volle Gleichwertigkeit zu erreichen**.
die Anerkennungsverfahren, -;recognition procedure;процедура визнання (диплому);Das Anerkennungsverfahren **wird durch staatliche Zuschüsse finanziell gefördert**.
die Reglementierte Berufe (Pl.);regulated professions;регламентовані професії;Im Gesundheitswesen **handelt es sich meist um reglementierte Berufe**.
die Berufszulassung (Sg.);professional license;дозвіл на професійну діяльність;Für Ärzte **ist die Approbation als offizielle Berufszulassung erforderlich**.
die Approbation, -en;license to practice medicine;апробація (дозвіл на медичну практику);Die Approbation **wird nach erfolgreichem Abschluss des Verfahrens erteilt**.
die Berufserlaubnis, -se;professional permit;тимчасовий дозвіл на роботу;Eine befristete Berufserlaubnis **kann bis zur Anerkennung erteilt werden**.
die Fachsprachprüfung, -en;specialized language exam;іспит на знання професійної мови (напр., для лікарів);Das Bestehen der Fachsprachprüfung **ist Voraussetzung für die Berufszulassung**.
die Sprachniveau, -s;language level;рівень володіння мовою;Für das Anerkennungsverfahren **wird ein hohes Sprachniveau verlangt**.
die Deutschkurs, -e;German course;курс німецької мови;Der Deutschkurs **bereitet die ausländischen Fachkräfte auf den Berufseinstieg vor**.
die Integrationskurs, -e;integration course;інтеграційний курс;Der Integrationskurs **beinhaltet den Spracherwerb und die Vermittlung von Kultur**.
die Berufssprachkurs, -e;job-specific language course;професійний мовний курс;Der Berufssprachkurs **wird vom Bundesamt für Migration gefördert**.
die BAMF (Bundesamt für Migration und Flüchtlinge) (Sg.);Federal Office for Migration and Refugees;Федеральне відомство у справах міграції та біженців (BAMF);Das BAMF **entscheidet über die Zulassung zum Integrationskurs**.
die Ausländerbehörde, -n;immigration office;відомство у справах іноземців;Die Ausländerbehörde **ist für die Erteilung der Aufenthaltserlaubnis zuständig**.
die Aufenthaltstitel, -;residence permit;дозвіл на проживання;Der Aufenthaltstitel **wird nach der Vorlage des Arbeitsvertrags verlängert**.
die Aufenthaltserlaubnis, -se;residence permit;дозвіл на перебування;Die Aufenthaltserlaubnis **dient als offizieller Nachweis des legalen Status**.
die Blaue Karte EU;EU Blue Card;Блакитна карта ЄС;Die Blaue Karte EU **bietet hochqualifizierten Fachkräften einen schnellen Rentenübergang**.
die Visum, -sa / Visa;visa;віза;Das Visum zur Stellensuche **wird bei der deutschen Botschaft beantragt**.
die Einreise, -n;entry (into a country);в'їзд (у країну);Vor der Einreise **müssen alle erforderlichen Visa vorliegen**.
die Grenzkontrolle, -n;border control;прикордонний контроль;Die Grenzkontrollen **wurden zur Vermeidung illegaler Einreisen verstärkt**.
die Aufenthaltsrecht, -e;right of residence;право на перебування;Das Aufenthaltsrecht **erlischt bei Kündigung des Arbeitsverhältnisses**.
die Ausweisung, -en;expulsion / deportation;видворення, депортація;Die Ausweisung **ist bei schweren Straftaten gesetzlich vorgeschrieben**.
die Abschiebung, -en;deportation;примусове видворення, депортація;Die Abschiebung **wurde von der zuständigen Behörde vollzogen**.
die Duldung, -en;tolerated stay (suspension of deportation);тимчасове відтермінування депортації (дульдунг);Eine Duldung **gewährt keinen legalen Aufenthalt, schützt aber vor Abschiebung**.
die Asylverfahren, -;asylum procedure;процедура надання притулку;Das Asylverfahren **unterliegt den Bestimmungen des Asylgesetzes**.
die Asylbewerber, - / die Asylbewerberin, -nen;asylum seeker;прохач притулку;Der Asylbewerber **erhält während des Verfahrens soziale Leistungen**.
die Flüchtling, -e;refugee;біженець;Die Integration der Flüchtlinge **stellt die Kommunen vor eine Herausforderung**.
die Genfer Flüchtlingskonvention (Sg.);Geneva Refugee Convention;Женевська конвенція про статус біженців;Die Genfer Flüchtlingskonvention **garantiert den Schutz vor Verfolgung**.
die subsidiäre Schutz;subsidiary protection;субсидіарний захист;Personen mit subsidiärem Schutz **erhalten eine Aufenthaltserlaubnis für ein Jahr**.
die Abschiebungsschutz (Sg.);protection against deportation;захист від депортації;Bei gesundheitlichen Problemen **kann Abschiebungsschutz gewährt werden**.
die Härtefallkommission, -en;hardship commission;комісія з розгляду випадків особливої скрути (у міграційних справах);Die Härtefallkommission **kann eine Aufenthaltserlaubnis aus humanitären Gründen empfehlen**.
die Humanitäre Aufenthalt (Sg.);residence on humanitarian grounds;перебування з гуманітарних причин;Der humanitäre Aufenthalt **wird Opfern von Bürgerkriegen gewährt**.
die Niederlassungserlaubnis, -se;permanent settlement permit;дозвіл на постійне проживання (ПМЖ);Die Niederlassungserlaubnis **setzt fünf Jahre rechtmäßigen Aufenthalt voraus**.
die Einbürgerung, -en;naturalization;прийняття громадянства;Die Einbürgerung **erfordert den Nachweis ausreichender Deutschkenntnisse**.
die Staatsangehörigkeit (Sg.);nationality, citizenship;громадянство;Er hat die deutsche Staatsangehörigkeit **nach bestandener Prüfung erhalten**.
die Doppelstaatigkeit, -en;dual citizenship;подвійне громадянство;Die Doppelstaatigkeit **ist durch die neue Gesetzesreform allgemein zulässig**.
die Mehrstaatigkeit, -en;multiple citizenship;множинне громадянство;Die Mehrstaatigkeit **wird von immer mehr EU-Staaten akzeptiert**.
die Pass, "-e;passport;паспорт;Der Pass **muss vor dem Eintrittstermin der Botschaft vorgelegt werden**.
die Personalausweis, -e;identity card;посвідчення особи (паспортна картка);Der Personalausweis **dient als offizieller Qualifikationsnachweis bei Kontrollen**.
die Melderegister (Sg.);population register;реєстр мешканців;Die Adresse **muss im örtlichen Melderegister eingetragen sein**.
die Meldebehörde, -n;registration office;орган реєстрації (прописки);Die Meldebehörde **stellt die offizielle Meldebescheinigung aus**.
die Meldebescheinigung, -en;registration certificate;довідка про реєстрацію (прописку);Die Meldebescheinigung **ist für die Eröffnung eines Bankkontos erforderlich**.
die Wohnungsgeberbestätigung, -en;landlord confirmation;підтвердження від орендодавця (для прописки);Die Wohnungsgeberbestätigung **muss innerhalb von zwei Wochen vorgelegt werden**.
die Mietvertrag, "-e;tenancy agreement / lease;договір оренди;Der Mietvertrag **beinhaltet genaue Regelungen über die Nebenkosten**.
die Vermieter, - / die Vermieterin, -nen;landlord, lessor;орендодавець;Der Vermieter **ist für die Instandhaltung der Heizungsanlage zuständig**.
die Mieter, - / die Mieterin, -nen;tenant, lessee;орендар;Der Mieter **ist verpflichtet, die monatliche Miete pünktlich zu überweisen**.
die Kaution, -en;deposit;застава (депозит за квартиру);Die Kaution **beträgt im Krankheitsfall drei Monatskaltmieten**.
die Nebenkosten (Pl.);utility costs / service charges;комунальні витрати (додаткові витрати на житло);Die Nebenkosten **werden jährlich mit dem Mieter abgerechnet**.
die Heizkostenabrechnung, -en;heating bill;рахунок за опалення;Die Heizkostenabrechnung **weist den tatsächlichen Energieverbrauch aus**.
die Betriebskostenabrechnung, -en;service charge statement;рахунок за комунальні послуги;Die Betriebskostenabrechnung **muss auf Richtigkeit überprüft werden**.
die Mietminderung, -en;rent reduction;зниження орендної плати (через дефекти житла);Bei Schimmelbildung in der Wohnung **hat der Mieter Recht auf Mietminderung**.
die Wohnungsübergabe, -n;apartment handover;передача квартири;Die Wohnungsübergabe **wurde im Übergabeprotokoll schriftlich dokumentiert**.
die Übergabeprotokoll, -e;handover protocol;протокол передачі;Das Übergabeprotokoll **hält alle vorhandenen Mängel der Wohnung fest**.
die Schönheitsreparaturen (Pl.);cosmetic repairs / redecoration;косметичний ремонт;Die Schönheitsreparaturen **müssen laut Mietvertrag vom Mieter durchgeführt werden**.
die Modernisierungsmaßnahme, -n;modernization measure;заходи з модернізації;Die Modernisierungsmaßnahmen **führten zu einer Erhöhung der Kaltmiete**.
die Kaltmiete, -n;basic rent / cold rent;орендна плата без комунальних послуг;Die Kaltmiete **wurde im Mietvertrag schriftlich festgelegt**.
die Warmmiete, -n;rent including heating / warm rent;орендна плата з комунальними послугами;Die Warmmiete **setzt sich aus Kaltmiete und Nebenkosten zusammen**.
die Wohngeld (Sg.);housing benefit;житлова субсидія;Haushalte mit geringem Einkommen **können Wohngeld beantragen**.
die Wohnungsamt, "-er;housing office;управління житлового господарства;Das Wohnungsamt **ist für die Bewilligung von Wohngeld zuständig**.
die Wohnberechtigungsschein (WBS), -e;subsidized housing certificate (WBS);дозвіл на оренду соціального житла (WBS);Mit dem WBS **kann man eine preisgünstige Sozialwohnung anmieten**.
die Sozialwohnung, -en;social housing / subsidized apartment;соціальне житло;Die Nachfrage nach Sozialwohnungen **übersteigt das Angebot bei weitem**.
die Wohnungsnot (Sg.);housing shortage;житлова криза (дефіцит житла);Die Wohnungsnot **stellt Ballungsräume vor große soziale Herausforderungen**.
die Ballungsraum, "-e;conurbation / metropolitan area;густонаселений район, агломерація;Im Ballungsraum **sind die Lebenshaltungskosten deutlich höher als auf dem Land**.
die Infrastruktur, -en;infrastructure;інфраструктура;Eine gute Infrastruktur **ist ein wichtiges Kriterium für die Standortwahl**.
die Standortfaktor, -en;location factor;фактор вибору розташування (Standort);Die Verfügbarkeit von Fachkräften **ist ein entscheidender Standortfaktor**.
die Gewerbegebiet, -e;industrial estate / commercial zone;промислова (комерційна) зона;Unser Werk **befindet sich im neu erschlossenen Gewerbegebiet**.
die Industriegebiet, -e;industrial area;індустріальна зона;Im Industriegebiet **gelten weniger strenge Vorschriften zur Lärmminderung**.
die Mischgebiet, -e;mixed-use area;зона змішаної забудови (житлова та комерційна);Im Mischgebiet **müssen Betriebe Rücksicht auf die Anwohner nehmen**.
die Wohngebiet, -e;residential area;житловий район;Im Wohngebiet **ist das Betreiben lauter Sägemaschinen verboten**.
die Lärmbelästigung, -en;noise pollution;шумове забруднення;Die Lärmbelästigung **wurde durch eine neue Schallschutzwand minimiert**.
die Schallschutzwand, "-e;noise barrier;шумозахисна стіна;Die Schallschutzwand **wurde entlang des Bahngleises errichtet**.
die Lärmminderung (Sg.);noise reduction;зниження рівня шуму;Maßnahmen zur Lärmminderung **dienen dem Gesundheitsschutz der Anwohner**.
die Immissionsschutzgesetz (Sg.);emission control act;закон про захист від шкідливих впливів (шум, викиди тощо);Das Immissionsschutzgesetz **regelt die maximal zulässigen Schallpegel**.
die Schallpegel, -;sound level;рівень шуму (звукового тиску);Der Schallpegel **wird durch kontinuierliche Messungen überwacht**.
die Dezibel (dB) (Sg.);decibel (dB);децибел (дБ);Der Lärm der Sägemaschine **darf den Wert von 80 Dezibel nicht überschreiten**.
die Gehörschutz (Sg.);hearing protection;захист органів слуху (навушники);Das Tragen von Gehörschutz **ist in der Werkhalle vorgeschrieben**.
die Lärmschwerhörigkeit (Sg.);noise-induced hearing loss;професійна глухота (через шум);Die Lärmschwerhörigkeit **gilt als anerkannte Berufskrankheit**.
die Berufskrankheit, -en;occupational disease;професійне захворювання;Die Anerkennung einer Berufskrankheit **wird bei der BG beantragt**.
die Minderung der Erwerbsfähigkeit (MdE) (Sg.);reduction in earning capacity;зниження працездатності (MdE);Die MdE **wird durch ein medizinisches Gutachten festgelegt**.
die Gutachten, -;expert opinion / medical report;експертний висновок;Das Gutachten **bestätigte die Berufseignung des Arbeitnehmers**.
die Gutachter, - / die Gutachterin, -nen;expert, surveyor;експерт, спеціаліст;Der Gutachter **ist für die Schätzung des Gebäudewertes zuständig**.
die Sachverständige, -n / die Sachverständige, -n;expert, specialist;експерт, фахівець;Die Sachverständige **prüfte die Einhaltung der Brandschutzordnung**.
die Sachkunde (Sg.);expertise, specialized knowledge;спеціальні знання (експертиза);Für die Wartung der Kälteanlagen **ist eine spezielle Sachkunde erforderlich**.
die Sachkundenachweis, -e;certificate of competence;підтвердження спеціальних знань;Der Sachkundenachweis **muss dem Umweltamt vorgelegt werden**.
die Sachkundeprüfung, -en;expert knowledge exam;іспит на підтвердження спеціальних знань;Die Sachkundeprüfung **wird vor der Industrie- und Handelskammer abgelegt**.
die IHK (Industrie- und Handelskammer) (Sg.);Chamber of Industry and Commerce;Торгово-промислова палата (IHK);Die IHK **unterstützt Betriebe bei der Ausbildung der Fachkräfte**.
die HWK (Handwerkskammer) (Sg.);Chamber of Crafts;Реміснича палата (HWK);Die HWK **ist für die Abnahme der Gesellenprüfungen zuständig**.
die Handwerkskammer (HWK) (Sg.);Chamber of Crafts;Реміснича палата;Die Handwerkskammer **stellt den Gesellenbrief nach bestandener Prüfung aus**.
die Handwerksordnung (HwO) (Sg.);crafts code;статут (регламент) ремісничої діяльності;Die HwO **regelt die Voraussetzungen für das Betreiben eines Handwerks**.
die Meisterzwang (Sg.);compulsory master title (for running a craft business);обов'язковість звання майстра (для відкриття ремісничого бізнесу);Der Meisterzwang **gilt in Deutschland für viele reglementierte Handwerke**.
die Meisterbetrieb, -e;master craftsman's business;підприємство під керівництвом майстра;Als Meisterbetrieb **bieten wir eine qualitativ hochwertige Ausbildung an**.
die Innung, -en;guild / trade association;цех (професійне об'єднання ремісників);Die Innung **regelt die regionalen Tarifverträge im Handwerk**.
die Innungskrankenkasse (IKK), -n;guild health insurance;цехова лікарняна каса (IKK);Die IKK **gehört zu den gesetzlichen Krankenkassen в Німеччині**.
die Berufsverband, "-e;professional association;професійна асоціація (об'єднання);Der Berufsverband **vertritt die Interessen der Kältetechniker**.
die Interessenvertretung, -en;advocacy / representation of interests;представництво інтересів;Der Betriebsrat **ist die offizielle Interessenvertretung der Belegschaft**.
die Betriebsratswahl, -en;works council election;вибори до виробничої ради;Die Betriebsratswahl **findet alle vier Jahre im Frühjahr statt**.
die Wahlvorstand, "-e;election committee;виборча комісія;Der Wahlvorstand **ist für die ordnungsgemäße Durchführung der Wahl zuständig**.
die Wählerliste, -n;voters' list;список виборців;Bitte überprüfen Sie **Ihren Eintrag in der Wählerliste im Personalbüro**.
die Wahlberechtigung, -en;right to vote;виборче право;Die Wahlberechtigung **erfordert eine mindestens sechsmonatige Zugehörigkeit zum Betrieb**.
die Zugehörigkeit (Sg.);affiliation, membership;належність, стаж роботи в компанії;Eine lange Zugehörigkeit zum Betrieb **wirkt sich positiv auf den Kündigungsschutz aus**.
die Betriebszugehörigkeit (Sg.);length of service (with the company);стаж роботи на підприємстві;Bei der Sozialauswahl **spielt die Betriebszugehörigkeit eine wichtige Rolle**.
die Sozialauswahl, -en;social selection (in redundancies);соціальний відбір (при скороченні штату);Die Sozialauswahl **muss nach gesetzlich festgelegten Kriterien erfolgen**.
die Sozialplan, "-e;social plan;соціальний план (компенсаційні заходи при скороченні);Der Sozialplan **beinhaltet Abfindungen für die entlassenen Mitarbeiter**.
die Interessenausgleich, -e;reconciliation of interests;узгодження інтересів (роботодавця та ради при змінах у компанії);Der Interessenausgleich **muss vor der Durchführung von Kündigungen verhandelt werden**.
die Einigungsstelle, -n;conciliation committee;примирювальний орган (комісія з врегулювання спорів між фірмою та радою);Bei Konflikten між керівництвом та радою **entscheidet die Einigungsstelle**.
die Spruch der Einigungsstelle;decision of the conciliation committee;рішення примирювального комітету;Der Spruch der Einigungsstelle **ersetzt die fehlende Einigung der Parteien**.
die Regelungsabrede, -n;informal company agreement;неформальна угода (між роботодавцем та радою);Die Regelungsabrede **bedarf der Schriftform, щоб бути дійсною**.
die Betriebsvereinbarung, -en;company agreement;угода між керівництвом та трудовим колективом;Die Betriebsvereinbarung **regelt die Bedingungen für mobiles Arbeiten**.
die Gesamtbetriebsvereinbarung, -en;overall company agreement;загальна угода (на рівні концерну/кількох філій);Die Gesamtbetriebsvereinbarung **gilt für alle Filialen des Unternehmens**.
die Konzernbetriebsvereinbarung, -en;group company agreement;угода на рівні всього концерну;Die Konzernbetriebsvereinbarung **regelt die einheitliche IT-Ausstattung**.
die Gesamtbetriebsrat, "-e;general works council;загальна виробнича рада (представництво всіх філій);Der Gesamtbetriebsrat **wird bei übergeordneten Themen aktiv**.
die Konzernbetriebsrat, "-e;group works council;виробнича рада концерну;Der Konzernbetriebsrat **verhandelt mit dem Vorstand des Konzerns**.
die Wirtschaftsausschuss, "-e;finance committee;економічний комітет;Der Wirtschaftsausschuss **informiert den Betriebsrat über die finanzielle Lage**.
die Finanzlage, -n;financial situation;фінансове становище;Die angespannte Finanzlage **erfordert strenge Maßnahmen zur Energieeinsparung**.
die Liquidität (Sg.);liquidity;ліквідність;Die Liquidität des Betriebs **ist durch den Großauftrag langfristig gesichert**.
die Zahlungsunfähigkeit (Sg.);insolvency, inability to pay;неплатоспроможність;Bei Zahlungsunfähigkeit **muss der Geschäftsführer Insolvenz anmelden**.
die Insolvenz, -en;insolvency, bankruptcy;банкрутство;Die Insolvenz des Zulieferers **führte zu erheblichen Lieferverzögerungen**.
die Insolvenzantrag, "-e;petition for insolvency;заява про банкрутство;Der Insolvenzantrag **wurde beim zuständigen Amtsgericht eingereicht**.
die Insolvenzverfahren, -;insolvency proceedings;процедура банкрутства;Das Insolvenzverfahren **wird von einem gerichtlich bestellten Verwalter geleitet**.
die Insolvenzverwalter, - / die Insolvenzverwalterin, -nen;insolvency administrator;арбітражний керуючий (ліквідатор);Der Insolvenzverwalter **übernimmt die Leitung des insolventen Betriebs**.
die Insolvenzmasse, -n;insolvency estate / assets;конкурсна маса (майно банкрута);Die Insolvenzmasse **reicht oft nicht aus, um alle Schulden zu decken**.
die Gläubiger, - / die Gläubigerin, -nen;creditor;кредитор;Die Gläubiger **müssen ihre Forderungen schriftlich beim Verwalter anmelden**.
die Forderungsanmeldung, -en;filing of claims;заява про реєстрацію вимог кредитора;Die Frist für die Forderungsanmeldung **beträgt in der Regel drei Monate**.
die Insolvenztabelle, -n;insolvency register / schedule of claims;таблиця вимог кредиторів;Die angemeldeten Forderungen **werden in die Insolvenztabelle eingetragen**.
die Gläubigerversammlung, -en;creditors' meeting;збори кредиторів;Die Gläubigerversammlung **entscheidet über den Verkauf von Betriebsteilen**.
