#separator:;
#html:true
#columns:German;English;Ukrainian;Example
der Prüfungsstoff (Sg.);exam material;екзаменаційний матеріал;Der Prüfungsstoff **beinhaltet alle gesetzlichen Richtlinien zum Arbeitsschutz**.
die Prüfungsvorbereitung, -en;exam preparation;підготовка до іспиту;Eine gründliche Prüfungsvorbereitung **schützt vor dem Durchfallen**.
der Prüfungsangst (Sg.);exam anxiety;страх перед іспитом;Eine gute Vorbereitung **hilft, die Prüfungsangst erfolgreich zu bekämpfen**.
das Bestehen (Sg.) (z. B. der Prüfung);passing (e.g. of the exam);здача, успішне проходження (напр. іспиту);Das Bestehen der Prüfung **ist Voraussetzung für die Beförderung**.
das Durchfallen (Sg.);failing (an exam);провал (на іспиті);Gründliches Lernen **minimiert das Risiko für ein Durchfallen bei der IHK-Prüfung**.
der Zweitversuch, -e;second attempt;друга спроба;Nach dem Durchfallen im Erstversuch **ist ein Zweitversuch zulässig**.
die Wiederholungsprüfung, -en;repeat exam;повторний іспит;Die Wiederholungsprüfung **findet in der Regel nach sechs Monaten statt**.
die Prüfungsgebühr, -en;exam fee;екзаменаційний збір;Die Prüfungsgebühr **wird in voller Höhe vom Arbeitgeber getragen**.
die Prüfungskommission, -en;exam board / examination committee;екзаменаційна комісія;Die Prüfungskommission **überwacht den ordnungsgemäßen Ablauf der Prüfung**.
der Prüfer, - / die Prüferin, -nen;examiner;екзаменатор;Die Prüfer **legten großen Wert auf praxisnahe Lösungen** bei der Präsentation.
der Prüfling, -e;examinee;екзаменований;Der Prüfling **musste im mündlichen Teil Fragen zum Arbeitsschutz beantworten**.
das Prüfungszeugnis, -se;examination certificate;екзаменаційне свідоцтво;Das Prüfungszeugnis **wird dem Absolventen per Post zugeschickt**.
die Qualifikationsstufe, -n;qualification level;рівень кваліфікації;Der Abschluss **entspricht der Qualifikationsstufe 6 des Nationalen Qualifikationsrahmens**.
der Qualifikationsnachweis, -e;proof of qualification;підтвердження кваліфікації;Das Zertifikat **dient als offizieller Qualifikationsnachweis beim Arbeitgeber**.
die Berufseignung (Sg.);professional aptitude;професійна придатність;Die Berufseignung **wurde im Bewerbungsverfahren gründlich überprüft**.
der Eignungsnachweis, -e;proof of aptitude;підтвердження придатності;Für bestimmte Tätigkeiten **ist ein ärztlicher Eignungsnachweis erforderlich**.
das Eignungsprofil, -e;aptitude profile;профіль придатності (відповідності вимогам);Das Eignungsprofil **gibt Aufschluss über die Stärken des Bewerbers**.
die Potenzialanalyse, -n;potential analysis;аналіз потенціалу;Die Potenzialanalyse **hilft bei der gezielten Karriereplanung**.
das Mitarbeitergespräch, -e;appraisal interview / employee-boss talk;розмова співробітника з керівником;Im jährlichen Mitarbeitergespräch **nehmen wir Bezug auf Ihre Leistungen**.
das Beurteilungsgespräch, -e;performance appraisal interview;розмова за результатами оцінювання роботи;Das Beurteilungsgespräch **dient der Rückmeldung über die Arbeitsqualität**.
die Leistungsbeurteilung, -en;performance evaluation;оцінка продуктивності праці;Die Leistungsbeurteilung **wird in der Personalakte des Beschäftigten hinterlegt**.
das Zielvereinbarungsgespräch, -e;target agreement interview;розмова щодо встановлення цілей;Im Zielvereinbarungsgespräch **einigen wir uns auf die Meilensteine des Projekts**.
die Zielvereinbarung, -en;target agreement;угода про цілі;Die Zielvereinbarung **beinhaltet messbare Kriterien für den Erfolg**.
das Entwicklungsgespräch, -e;development discussion;розмова про розвиток (кар'єру);Das Entwicklungsgespräch **eröffnet neue Perspektiven für die Weiterbildung**.
die Laufbahnberatung (Sg.);career counseling;консультування щодо кар'єри;Eine professionelle Laufbahnberatung **unterstützt bei der Neuorientierung**.
der Karrierecoach, -es / die Karrierecoachin, -nen;career coach;кар'єрний коуч;Der Karrierecoach **gibt wertvolle Ratschläge für die Jobsuche**.
die Potenzialförderung (Sg.);potential promotion;розвиток потенціалу;Die Potenzialförderung **ist Teil der modernen Unternehmenskultur**.
der Aufstieg, -e;promotion / advancement;підйом, кар'єрне зростання;Der Aufstieg in die Führungsebene **war das Ergebnis harter Arbeit**.
die Beförderung, -en;promotion;підвищення по службі;<b>Ich freue mich über</b> meine Beförderung zum Abteilungsleiter.
das Beförderungsschreiben, -;promotion letter;лист про підвищення;Das Beförderungsschreiben **wurde dem Mitarbeiter feierlich überreicht**.
die Gehaltserhöhung, -en;salary increase;підвищення зарплати;Nach erfolgreichen Verhandlungen **erhielt er eine Gehaltserhöhung um 5 Prozent**.
die Gehaltsanpassung, -en;salary adjustment;коригування зарплати;Die jährliche Gehaltsanpassung **ist im Tarifvertrag festgeschrieben**.
das Beförderungsgespräch, -e;promotion interview;розмова про підвищення;Im Beförderungsgespräch **wurden die neuen Aufgabenbereiche besprochen**.
die Aufstiegschance, -n;chance of promotion;шанс на підвищення;In Betrieben mit flachen Hierarchien **sind die Aufstiegschancen oft sehr gut**.
der Karrieresprung, "-e;career jump;стрибок у кар'єрі;Der Wechsel zur Konkurrenz **stellte einen großen Karrieresprung dar**.
die Führungsverantwortung (Sg.);leadership responsibility;керівна відповідальність;Mit der Beförderung **übernimmt er auch die Führungsverantwortung für zehn Mitarbeiter**.
die Leitungsfunktion, -en;managerial function / leadership role;керівна функція;Die Übernahme einer Leitungsfunktion **stellt eine neue Herausforderung dar**.
der Führungsstil, -e;leadership style;стиль керівництва;Ein kooperativer Führungsstil **wirkt sich positiv auf das Betriebsklima aus**.
die Mitarbeiterführung (Sg.);personnel management / leadership;керівництво співробітниками;Eine erfolgreiche Mitarbeiterführung **setzt Empathie und klare Kommunikation voraus**.
die Führungsaufgabe, -n;leadership task;керівне завдання;Die Koordination des Budgets gehört zu seinen wichtigsten Führungsaufgaben.
die Führungskompetenz, -en;leadership competence/skill;керівна компетенція;Durch das Coaching konnte sie ihre Führungskompetenzen **erweitern**.
das Führungskräftetraining, -s;leadership training;тренінг для керівників;Das Führungskräftetraining **beinhaltet Übungen zur Konfliktlösung**.
das Führungskräfte-Coaching, -s;leadership coaching;коучинг для керівників;Das Führungskräfte-Coaching **unterstützt die Leiter bei der Teamführung**.
die Managementmethode, -n;management method;метод управління;Agile Managementmethoden **liegen in unserer Wirtschaftsbranche voll im Trend**.
die Unternehmungsführung, -en;corporate management;керівництво підприємством;Die Unternehmensführung **trägt die Verantwortung für die strategische Ausrichtung**.
die Geschäftsleitung, -en;management / executive board;дирекція, керівництво фірми;Die Geschäftsleitung **hat die Umschulungsmaßnahmen bewilligt**.
der Vorstand, "-e;board of directors;правління (акціонерного товариства);Der Vorstand **entscheidet über die Vergabe großer Aufträge**.
der Aufsichtsrat, "-e;supervisory board;наглядова рада;Der Aufsichtsrat **überwacht die Geschäftsführung des Unternehmens**.
die Hauptversammlung, -en;general meeting / shareholder meeting;загальні збори (акціонерів);Auf der Hauptversammlung **wurde ein Bericht über das Geschäftsjahr vorgelegt**.
der Gesellschafter, - / die Gesellschafterin, -nen;partner, shareholder;учасник товариства, компаньйон;Die Gesellschafter **haben sich auf eine Erweiterung des Betriebs geeinigt**.
die Gesellschafterversammlung, -en;shareholders' meeting;збори учасників товариства;Die Gesellschafterversammlung **entscheidet über die Gewinnverteilung**.
der Geschäftsführer, - / die Geschäftsführerin, -nen;managing director;комерційний директор, керуючий;Der Geschäftsführer **unterzeichnete die Aufhebungsvereinbarung**.
der Prokurist, -en / die Prokuristin, -nen;authorized signatory;прокурист (довірена особа з широкими повноваженнями);Der Prokurist **ist zur kaufmännischen Vertretung des Unternehmens berechtigt**.
die Handlungsvollmacht, -en;power of attorney;торговельне доручення (повноваження на вчинення правочинів);Mit der Handlungsvollmacht **darf er Verträge im Namen der Firma abschließen**.
die Vertretungsmacht, "-e;authority of representation;повноваження на представництво;Die Vertretungsmacht des Geschäftsführers **ist im Handelsregister eingetragen**.
die Prokura (Sg.);prokura (special commercial power of attorney);прокура (особливе торговельне доручення);Die Erteilung der Prokura **muss notariell beglaubigt werden**.
der Vertretungsberechtigte, -n / die Vertretungsberechtigte, -n;authorized representative;уповноважений представник;Die Vertretungsberechtigten **haben das Recht, Verträge abzuschließen**.
die Unterschriftsberechtigung, -en;signing authority;право підпису;Nur Mitarbeiter mit Unterschriftsberechtigung **dürfen Angebote freigeben**.
die Zeichnungsberechtigung, -en;signing authority;право підпису (документів);Die Zeichnungsberechtigung **wird im Anstellungsvertrag genau geregelt**.
der Firmenzeichner, - / die Firmenzeichnerin, -nen;company signatory;особа, що має право підпису від імені фірми;Als Firmenzeichner darf er offizielle Dokumente unterschreiben.
die Vertretungsregelung, -en;substitution policy;регулювання заміщення;Die Vertretungsregelung **sichert den reibungslosen Ablauf bei Abwesenheit**.
der Vertretungsfall, "-e;case of substitution;випадок заміщення;Im Vertretungsfall **wenden Sie sich bitte an Herrn Müller**.
die Vertretungskraft, "-e;substitute worker;замісник, тимчасовий працівник;Die Vertretungskraft **wurde schnell in das bestehende Team integriert**.
der Vertretungsdienst, -e;substitution service;служба заміщення;Der Vertretungsdienst **wird über ein digitales Portal koordiniert**.
die Urlaubsvertretung, -en;holiday substitute;заміщення на час відпустки;Ich übernehme die Urlaubsvertretung **für die Kollegen im Kundenservice**.
die Krankheitsvertretung, -en;sickness substitute;заміщення на час хвороби;Die Krankheitsvertretung **stellt eine zusätzliche Belastung für das Team dar**.
der Vertretungsplan, "-e;substitution plan;план заміщення;Der Vertretungsplan **steht allen Beschäftigten im Intranet zur Verfügung**.
die Vertretungskosten (Pl.);substitution costs;витрати на заміщення;Die Vertretungskosten **werden in der Jahresabrechnung separat aufgelistet**.
die Vertretungszeit, -en;period of substitution;період заміщення;Während der Vertretungszeit **trägt er die Verantwortung für das Projekt**.
der Vertretungsvertrag, "-e;substitution contract;договір про заміщення;Der Vertretungsvertrag **war auf die Dauer der Elternzeit befristet**.
die Vertretungsvereinbarung, -en;substitution agreement;угода про заміщення;Die Vertretungsvereinbarung **wurde schriftlich im Arbeitsvertrag festgehalten**.
