#separator:;
#html:true
#columns:German;English;Ukrainian;Example
die Berufsunfähigkeit (Sg.);occupational disability;професійна непрацездатність (неможливість працювати за фахом);Eine Berufsunfähigkeit **liegt vor, wenn der erlernte Beruf nicht mehr ausgeübt werden kann**.
die Berufsunfähigkeitsversicherung, -en;occupational disability insurance;страхування від професійної непрацездатності;Die Berufsunfähigkeitsversicherung **zahlt im Schadensfall eine monatliche Rente**.
die Rentenhöhe, -n;pension amount;розмір пенсії;Die Rentenhöhe **richtet sich nach den eingezahlten Beiträgen zur Rentenversicherung**.
die Beitragszahler, -;taxpayer / contributor;платник внесків;Die Zahl der Beitragszahler **sinkt aufgrund des demografischen Wandels**.
die Leistungsempfänger, -;beneficiary / recipient of benefits;отримувач послуг / допомоги;Die Zahl der Leistungsempfänger **steigt kontinuierlich an**.
die Sozialleistungssystem, -e;social benefit system;система соціального забезпечення;Das Sozialleistungssystem **muss zukunftssicher reformiert werden**.
die Generationengerechtigkeit (Sg.);intergenerational justice;справедливість між поколіннями;Generationengerechtigkeit **erfordert eine nachhaltige Finanzpolitik**.
die Nachhaltigkeitsfaktor, -en;sustainability factor;коефіцієнт стійкості (у розрахунку пенсій);Der Nachhaltigkeitsfaktor **dämpft den Anstieg der Renten bei demografischen Problemen**.
die Rentenformel, -n;pension formula;пенсійна формула (розрахунок пенсії);Die Rentenformel **wird gesetzlich im Sozialgesetzbuch festgelegt**.
die Sozialgesetzbuch (SGB) (Sg.);Social Code;Соціальний кодекс (SGB);Das SGB **beinhaltet alle Rechtsnormen zur Sozialversicherung**.
die Sozialgesetzgebung (Sg.);social legislation;соціальне законодавство;Die Sozialgesetzgebung **dient der sozialen Absicherung der Bevölkerung**.
die Soziale Sicherheit;social security;соціальна безпека (захищеність);Soziale Sicherheit **ist ein Grundprinzip des deutschen Sozialstaates**.
die Sozialstaat (Sg.);welfare state;соціальна держава;Deutschland versteht sich als Sozialstaat **im Sinne des Grundgesetzes**.
die Sozialstaatsprinzip (Sg.);welfare state principle;принцип соціальної держави;Das Sozialstaatsprinzip **verpflichtet den Gesetzgeber zur sozialen Gerechtigkeit**.
die Soziale Gerechtigkeit;social justice;соціальна справедливість;Soziale Gerechtigkeit **erfordert eine gerechte Verteilung der Steuern**.
die Steuergerechtigkeit (Sg.);tax fairness / tax justice;податкова справедливість;Steuergerechtigkeit **soll durch eine progressive Einkommensteuer erreicht werden**.
die Einkommensteuer, -n;income tax;податок на доходи фізичних осіб (ПДФО);Die Einkommensteuer **wird vom Bruttogehalt des Arbeitnehmers abgezogen**.
die Bruttogehalt, "-er;gross salary;валова заробітна плата (брутто);Das Bruttogehalt **ist die Basis für die Berechnung der Sozialabgaben**.
die Nettogehalt, "-er;net salary;чиста заробітна плата (нетто);Das Nettogehalt **wird jeden Monat auf das Bankkonto überwiesen**.
die Gehaltskonto, -en;salary account;зарплатний рахунок;Bitte geben Sie Ihre IBAN **für das Gehaltskonto im Personalbüro an**.
die IBAN (International Bank Account Number), -s;IBAN;номер банківського рахунку IBAN;Die IBAN **ist für die Überweisung des Gehalts zwingend erforderlich**.
die Bankverbindung, -en;bank details;банківські реквізити;Bitte teilen Sie uns Ihre Bankverbindung **im Personaldatenblatt mit**.
die Einzugsermächtigung, -en;direct debit authorization;дозвіл на списання коштів з рахунку;Die Einzugsermächtigung **erleichtert das Bezahlen der monatlichen Miete**.
die SEPA-Lastschriftmandat, -e;SEPA direct debit mandate;мандат прямого дебету SEPA;Das SEPA-Lastschriftmandat **muss dem Vermieter schriftlich erteilt werden**.
die Lastschrift, -en;direct debit;пряме дебетування (списання з рахунку);Die Abbuchung **erfolgt per Lastschrift zum Fälligkeitstag**.
die Abbuchung, -en;debit / withdrawal;списання коштів;Die Abbuchung der Stromkosten **erfolgt monatlich durch den Energieversorger**.
die Dauerauftrag, "-e;standing order;регулярний платіж (автоплатіж);Ich habe einen Dauerauftrag **für die Mietzahlung bei meiner Bank eingerichtet**.
die Online-Banking, -s;online banking;онлайн-банкінг;Online-Banking **ermöglicht die schnelle Abwicklung von Inlands- та Auslandsüberweisungen**.
die Überweisung, -en;bank transfer;банківський переказ;Die Überweisung der Kaution **muss vor der Wohnungsübergabe erfolgen**.
die Zahlungsempfänger, - / die Zahlungsempfängerin, -nen;payee / recipient of payment;отримувач платежу;Der Name des Zahlungsempfängers **muss auf dem Beleg angegeben sein**.
die Beleg, -e;receipt / voucher;квитанція, чек, виправдний документ;Bewahren Sie den Beleg gut auf, **um das Rückgaberecht in Anspruch zu nehmen**.
die Buchungsbeleg, -e;accounting voucher;бухгалтерський документ (ордер/проводка);Jede Buchung **erfordert einen entsprechenden Buchungsbeleg**.
die Buchführung, -en;bookkeeping / accounting;бухгалтерія, ведення обліку;Eine ordnungsgemäße Buchführung **ist gesetzliche Pflicht für Kaufleute**.
die Buchhalter, - / die Buchhalterin, -nen;bookkeeper / accountant;бухгалтер;Die Buchhalterin **ist mit der Kontierung der Rechnungen beschäftigt**.
die Kontierung, -en;account assignment / coding;кодування (визначення рахунків бухгалтерської проводки);Die Kontierung der Belege **erfolgt nach dem Kontenrahmen**.
die Kontenrahmen, -;chart of accounts;план рахунків;Der Kontenrahmen **sichert eine einheitliche Strukturierung der Buchhaltung**.
die Buchung, -en;entry / posting (accounting);бухгалтерська проводка;Die Buchung der Abschreibungen **erfolgt am Ende des Geschäftsjahres**.
die Abschreibung, -en;depreciation / amortization;амортизація (зношення активів);Die Abschreibungen auf Neuanschaffungen **mindern den steuerlichen Gewinn**.
die Gewinnminderung, -en;reduction of profit;зниження прибутку;Die Gewinnminderung **führt zu einer Reduzierung der Steuerlast**.
die Steuerlast, -en;tax burden;податкове навантаження;Die Steuerlast **kann durch legale Abschreibungen spürbar gesenkt werden**.
die Steuererleichterung, -en;tax relief / tax break;податкова пільга;Die Steuererleichterungen **sollen Investitionen in Solaranlagen fördern**.
die Subvention, -en;subsidy;субсидія;Die Subventionen für fossile Energieträger **wurden gesetzlich gestrichen**.
die Subventionsabbau (Sg.);reduction of subsidies;скорочення субсидій;Der Subventionsabbau **ist Teil des staatlichen Programms zur Haushaltskonsolidierung**.
die Haushaltskonsolidierung (Sg.);fiscal consolidation / budget consolidation;консолідація бюджету (скорочення дефіциту);Die Haushaltskonsolidierung **erfordert Einsparungen in allen Ressorts**.
die Staatsverschuldung (Sg.);national debt / public debt;державний борг;Eine hohe Staatsverschuldung **kann das Zinsniveau langfristig beeinflussen**.
die Schuldenbremse (Sg.);debt brake (constitutional limit on budget deficits in Germany);боргове гальмо (обмеження держборгу в конституції Німеччини);Die Schuldenbremse **ist im Grundgesetz verankert und begrenzt das Haushaltsdefizit**.
die Haushaltsdefizit, -e;budget deficit;дефіцит бюджету;Das Haushaltsdefizit **konnte durch höhere Steuereinnahmen gesenkt werden**.
die Steuereinnahmen (Pl.);tax revenues;податкові надходження;Die Steuereinnahmen des Bundes **haben einen neuen Höchststand erreicht**.
die Fiskalpolitik (Sg.);fiscal policy;фіскальна політика;Die Fiskalpolitik **strebt eine Stabilisierung der konjunkturellen Entwicklung an**.
die Konjunkturzyklus, -zyklen;business cycle / economic cycle;економічний цикл (кон'юнктурний);Der Konjunkturzyklus **durchläuft die Phasen Aufschwung, Boom, Rezession und Depression**.
die Aufschwung, "-e;economic upswing / recovery;економічне піднесення;Ein konjunktureller Aufschwung **führt zu einer sinkenden Arbeitslosenquote**.
die Rezession, -en;recession;рецесія, спад;In einer Rezession **leidet das produzierende Gewerbe unter Auftragsmangel**.
die Konjunkturprogramm, -e;economic stimulus program;програма стимулювання економіки;Das Konjunkturprogramm **soll die Wirtschaft aus der Rezession führen**.
die Wirtschaftswachstum (Sg.);economic growth;економічне зростання;Das Wirtschaftswachstum **wird am Bruttoinlandsprodukt (BIP) gemessen**.
die Bruttoinlandsprodukt (BIP) (Sg.);gross domestic product (GDP);валовий внутрішній продукт (ВВП);Das BIP **ist der wichtigste Indikator für die wirtschaftliche Leistungsfähigkeit**.
die Wirtschaftskraft (Sg.);economic strength;економічна сила (потенціал країни/регіону);Die Wirtschaftskraft Bayerns **beruht auf einem starken Mittelstand**.
die Strukturwandel, -;structural change;структурні зміни (в економіці);Der Strukturwandel **erfordert die Umschulung von Arbeitnehmern**.
die Strukturförderung (Sg.);structural promotion / regional aid;структурна підтримка (допомога відсталим регіонам);Die Strukturförderung **soll die Lebensbedingungen in strukturschwachen Regionen angleichen**.
die strukturschwach;economically weak / underdeveloped;економічно слабкий, відсталий;In strukturschwachen Gebieten **ist die Stellensuche oft sehr schwierig**.
die Strukturstärke, -n;structural strength;економічна розвиненість (структурна сила);Die Strukturstärke des Ballungsraums **zieht viele Fachkräfte an**.
die Standortpolitik (Sg.);location policy;політика сприяння розміщенню бізнесу (локальна політика залучення інвестицій);Eine aktive Standortpolitik **verbessert die Infrastruktur vor Ort**.
die Ansiedlung, -en;settlement / establishment (of companies);оселення, розміщення (підприємства);Die Ansiedlung des Automobilwerks **schuf 1000 neue Arbeitsplätze**.
die Arbeitsplatzbeschaffung (Sg.);job creation;створення робочих місць;Die Arbeitsplatzbeschaffung **wird durch staatliche Investitionszuschüsse gefördert**.
die Beschäftigungsförderung (Sg.);employment promotion;сприяння зайнятості;Die Beschäftigungsförderung **ist eine Hauptaufgabe der Bundesagentur für Arbeit**.
die Arbeitsförderung (Sg.);employment promotion (under social law SGB III);сприяння працевлаштуванню (за законом SGB III);Die gesetzliche Arbeitsförderung **beinhaltet Bildungs- та Vermittlungsgutscheine**.
die Weiterbildungsförderung (Sg.);promotion of further training;підтримка підвищення кваліфікації;Die Weiterbildungsförderung **kann über das Aufstiegs-BAföG erfolgen**.
die Aufstiegs-BAföG (Sg.);financial support for career advancement (under AFBG);фінансова підтримка кар'єрного зростання (Aufstiegs-BAföG);Mit dem Aufstiegs-BAföG **wird die Meisterprüfung finanziell gefördert**.
die Aufstiegsfortbildung, -en;advancement training / career training;підвищення кваліфікації для кар'єрного просування;Die Aufstiegsfortbildung **bereitet auf die Übernahme von Führungsverantwortung vor**.
die Fachfortbildung, -en;specialized training;спеціалізоване підвищення кваліфікації;Die Fachfortbildung **dient dem Erwerb spezieller Sachkunde**.
die Sachkundenachweis, -e;proof of competence;підтвердження компетентності;Der Sachkundenachweis **ist nach bestandener Fachprüfung beim Amt einzureichen**.
die Fachprüfung, -en;specialized exam;професійний (фаховий) іспит;Die Fachprüfung **wurde vor einer staatlich anerkannten Prüfstelle abgelegt**.
die Prüfungsordnung, -en;examination regulations;положення про іспити;Die Prüfungsordnung **regelt den genauen Ablauf und die Notenvergabe**.
die Benotung, -en;grading / marking;оцінювання (виставлення оцінок);Die Benotung **muss nach transparenten und sachlichen Kriterien erfolgen**.
die Bewertungsmaßstab, "-e;evaluation standard / grading scale;шкала (критерій) оцінювання;Der Bewertungsmaßstab **ist in der Prüfungsordnung festgeschrieben**.
die Bestehensgrenze, -n;passing limit / pass mark;прохідний бал (поріг здачі);Die Bestehensgrenze **liegt in der Regel bei 50 Prozent der Punkte**.
die Punktzahl, -en;number of points / score;кількість балів;Die erreichte Punktzahl **wird im Prüfungszeugnis ausgewiesen**.
die Prüfungsleistung, -en;exam performance;екзаменаційна робота (результат іспиту);Die Prüfungsleistung **wurde von zwei Prüfern unabhängig beurteilt**.
die Zweitkorrektur, -en;second marking / double marking;друга перевірка (екзаменаційної роботи);Die Zweitkorrektur **sichert die Fairness und Korrektheit der Benotung**.
die Erstkorrektur, -en;first marking;перша перевірка;Die Erstkorrektur **wurde vom Fachlehrer durchgeführt**.
die Korrektor, -en / die Korrektorin, -nen;marker / proofreader;екзаменатор, який перевіряє роботи;Die Korrektorin **bemängelte die ungenaue Formulierung im Gesetzestext**.
die Formulierung, -en;formulation / wording;формулювання;Eine präzise Formulierung **ist für die Wirksamkeit von Vertragsklauseln entscheidend**.
die Auslegung, -en;interpretation;тлумачення (закону або договору);Die Auslegung des Gesetzes **erfolgt im Zweifel durch die Rechtsprechung**.
die Auslegungsspielraum, "-e;room for interpretation;простір для тлумачення;Der Vertragstext **lässt dem Richter einen gewissen Auslegungsspielraum**.
die Zweifelsfall, "-e;case of doubt;сумнівний випадок (у разі сумніву);Im Zweifelsfall **ist die verbraucherfreundliche Auslegung anzuwenden**.
die Verbraucherschutz (Sg.);consumer protection;захист прав споживачів;Der Verbraucherschutz **wird durch strenge gesetzliche Verordnungen geregelt**.
die Verbraucherschutzorganisation, -en;consumer protection organization;організація захисту споживачів;Die Verbraucherschutzorganisation **warnt vor irreführenden AGB im Internet**.
die Verbraucherzentrale, -n;consumer advice center;центр захисту споживачів;Die Verbraucherzentrale **bietet rechtliche Rechtsberatung bei Reklamationen**.
die Musterklage, -n;model case / representative action;зразковий позов (колективний позов);Die Musterklage **soll Schadensersatz für Tausende Kunden erstreiten**.
die Kläger, - / die Klägerin, -nen;plaintiff / claimant;позивач;Der Kläger **reichte die Klageschrift über seinen Rechtsanwalt ein**.
die Beklagte, -n / die Beklagte, -n;defendant;відповідач;Die Beklagte **wies die Forderungen der Gegenseite als unbegründet zurück**.
die Gegenseite (Sg.);opposing party / other side;протилежна сторона;Die Gegenseite **hat den Schlichtungsvorschlag abgelehnt**.
die Schriftsatz, "-e;pleading / written brief;судова заява (письмове пояснення по справі);Die Anwälte **haben die Schriftsätze fristgerecht beim Gericht eingereicht**.
die Gerichtsakte, -n;court file / record;судова справа (матеріали справи);Die Schriftsätze **werden in der Gerichtsakte abgeheftet**.
die Akteneinsicht (Sg.);inspection of files;ознайомлення з матеріалами справи;Der Rechtsanwalt **hat Akteneinsicht beim Arbeitsgericht beantragt**.
die Aktenzeichen, -;file reference / case number;номер судової справи (акту);Bitte geben Sie das Aktenzeichen **bei jedem Schriftwechsel mit dem Gericht an**.
die Geschäftsstelle, -n;office / registry (of the court);канцелярія суду;Die Klageschrift **muss bei der Geschäftsstelle eingereicht werden**.
die Rechtspfleger, - / die Rechtspflegerin, -nen;court registrar / judicial officer;судовий виконавець (референт суду);Der Rechtspfleger **ist für die Festsetzung der Prozesskosten zuständig**.
die Prozesskosten (Pl.);legal costs / litigation costs;судові витрати;Die Prozesskosten **bestehen aus Gerichtsgebühren und Anwaltskosten**.
die Prozesskostenhilfe (PKH) (Sg.);legal aid;допомога на оплату судових витрат (PKH);Personen mit geringem Einkommen **können Prozesskostenhilfe beantragen**.
die Bedürftigkeitsprüfung, -en;means test;перевірка матеріального стану (потреби);Die PKH **erfordert eine gründliche Bedürftigkeitsprüfung der Kläger**.
die Vermögensverzeichnis, -se;statement of assets / inventory of property;декларація про майно (активи);Das Vermögensverzeichnis **muss unter Eid beim Gerichtsvollzieher abgegeben werden**.
die Offenbarungseid (Sg.);statutory declaration / oath of disclosure (now Vermögensauskunft);присяга про розкриття майнового стану;Die Abgabe des Offenbarungseids **wird im Melderegister vermerkt**.
die Gerichtsvollzieher, - / die Gerichtsvollzieherin, -nen;bailiff;судовий виконавець;Der Gerichtsvollzieher **vollstreckt das rechtskräftige Gerichtsurteil**.
die Zwangsvollstreckung, -en;foreclosure / enforcement of judgment;примусове виконання (стягнення);Die Zwangsvollstreckung **wurde wegen Zahlungsverzugs eingeleitet**.
die Vollstreckungstitel, -;writ of execution / enforceable title;виконавчий документ;Das Urteil **dient nach der Zustellung als Vollstreckungstitel**.
die Zustellung, -en;service / delivery (legal);вручення (офіційне повідомлення);Die Zustellung der Klageschrift **erfolgt per Post mit Zustellungsurkunde**.
die Zustellungsurkunde, -n;certificate of service;повідомлення про вручення (судової пошти);Die Zustellungsurkunde **weist das genaue Datum der Zustellung nach**.
die Fristablauf, "-e;expiration of deadline;закінчення терміну;Nach Fristablauf **kann gegen den Bußgeldbescheid kein Einspruch mehr eingelegt werden**.
die Einspruch, "-e;objection / appeal;заперечення, апеляція (проти рішень відомств);Der Einspruch **muss innerhalb von zwei Wochen schriftlich erfolgen**.
die Einspruchsfrist, -en;period for filing an objection;термін подання заперечення;Die Einspruchsfrist **ist eine gesetzliche Ausschlussfrist**.
die Ausschlussfrist, -en;exclusion period / forfeiture period;преклюзивний термін (строк втрати права);Laut Tarifvertrag **gilt für Gehaltsforderungen eine dreimonatige Ausschlussfrist**.
die Verjährung, -en;statute of limitations / limitation;позовна давність;Die Verjährung der Forderung **tritt nach der gesetzlichen Regelfrist von drei Jahren ein**.
die Verjährungsfrist, -en;limitation period;термін позовної давності;Die Verjährungsfrist **kann durch Verhandlungen gehemmt werden**.
die Hemmung (z. B. der Verjährung) (Sg.);suspension (e.g. of limitation);зупинення (перебігу позовної давності);Der Beginn von Verhandlungen **führt zur Hemmung der Verjährungsfrist**.
die Neubeginn (z. B. der Verjährung) (Sg.);restart (e.g. of limitation);початок перебігу позовної давності заново;Ein Anerkenntnis der Schuld **löst den Neubeginn der Verjährung aus**.
die Anerkenntnis, -se;acknowledgment / admission;визнання (боргу/провини);Die schriftliche Anerkenntnis **verhindert das Eintreten der Verjährung**.
die Schuldanerkenntnis, -se;acknowledgment of debt;визнання боргу (документ);Das Schuldanerkenntnis **wurde vom Schuldner unterzeichnet**.
die Schuldner, - / die Schuldnerin, -nen;debtor;боржник;Der Schuldner **befindet sich in Zahlungsverzug, folglich muss er Verzugszinsen zahlen**.
die Gläubiger, - / die Gläubigerin, -nen;creditor;кредитор;Der Gläubiger **hat das Recht, die Zwangsvollstreckung zu betreiben**.
die Gläubigerverzeichnis, -se;list of creditors;список кредиторів;Das Gläubigerverzeichnis **ist dem Insolvenzantrag beizulegen**.
die Schuldenverzeichnis, -se;debt register;список боргів (реєстр боржників);Der Eintrag im Schuldenverzeichnis **schadet der Bonität des Unternehmens**.
die Bonitätsauskunft, "-e;credit report;довідка про платоспроможність;Eine Bonitätsauskunft **gibt Aufschluss über die Kreditwürdigkeit**.
die Auskunftsdatei, -en;credit reference agency / database;довідкова база даних (кредитне бюро);Die Schufa ist die bekannteste Auskunftsdatei **in Deutschland**.
die Scoring-Verfahren, -;scoring method;метод скорингу (оцінки ризиків);Das Scoring-Verfahren **berechnet die Wahrscheinlichkeit eines Zahlungsausfalls**.
die Zahlungsausfall, "-e;default in payment;неплатіж (втрата платежу);Ein hoher Zahlungsausfall **kann einen Liquiditätsengpass verursachen**.
die Ausfallrisiko, -en;default risk;ризик невиплати (дефолту);Das Ausfallrisiko **wird durch die Bonitätsprüfung minimiert**.
die Risikomanagement (Sg.);risk management;управління ризиками;Das Risikomanagement **ist Teil der strategischen Unternehmensführung**.
die Risikobewertung, -en;risk assessment;оцінка ризиків;Die Risikobewertung **muss vor der Vergabe großer Kredite erfolgen**.
die Risikoanalyse, -n;risk analysis;аналіз ризиків;Die Risikoanalyse **weist auf potenzielle Gefahrenquellen beim Export hin**.
die Exportrisiko, -en;export risk;експортний ризик;Um das Exportrisiko abzusichern, **nutzen wir staatliche Hermesdeckungen**.
die Hermesdeckung, -en;Hermes cover (state export credit guarantee in Germany);експортна гарантія Гермес (державне страхування експортних кредитів);Die Hermesdeckung **schützt den Exporteur vor Zahlungsausfällen**.
die Exporteur, -e / die Exporteurin, -nen;exporter;експортер;Der Exporteur **muss alle Zollbestimmungen des Empfängerlandes beachten**.
die Importeur, -e / die Importeurin, -nen;importer;імпортер;Der Importeur **ist für die Entrichtung des Einfuhrzolls zuständig**.
die Einfuhrumsatzsteuer (EUSt) (Sg.);import turnover tax;імпортний ПДВ (EUSt);Die EUSt **wird von der Zollbehörde bei der Einfuhr erhoben**.
die Zollanmeldung, -en;customs declaration;митна декларація;Die Zollanmeldung **muss elektronisch über das ATLAS-System abgegeben werden**.
die ATLAS-System (Sg.);ATLAS system (German automated customs system);система ATLAS (автоматизована митна система);Das ATLAS-System **erleichtert die schnelle Zollabwicklung**.
die Zolltarif, -e;customs tariff;митний тариф;Der anwendbare Zolltarif **richtet sich nach der Codenummer der Ware**.
die Codenummer, -n;code number / tariff code;код товару (митна кодифікація);Die korrekte Codenummer **ist im Frachtbrief anzugeben**.
die Zolltarifnummer, -n;customs tariff number;код митного тарифу;Die Zolltarifnummer **dient der Klassifizierung der Güter beim Import**.
die Tarifierung, -en;classification / tariffing;тарифікація (класифікація товарів для мита);Die korrekte Tarifierung **verhindert Probleme bei der Zollprüfung**.
die Zollprüfung, -en;customs audit / inspection;митна перевірка;Die Zollprüfung **kann auch nachträglich im Betrieb durchgeführt werden**.
die Außenprüfung, -en;field audit / tax audit;зовнішня (виїзна) податкова перевірка;Die Außenprüfung **wurde vom Finanzamt schriftlich angekündigt**.
die Prüfungsanordnung, -en;audit order;розпорядження про проведення перевірки;Die Prüfungsanordnung **muss den Prüfungszeitraum genau definieren**.
die Prüfungszeitraum, "-e;audit period;період перевірки;Der Prüfungszeitraum **umfasst die letzten drei Geschäftsjahre**.
die Prüfungsbericht, -e;audit report;аудиторський звіт;Der Prüfungsbericht **enthält Feststellungen über steuerliche Pflichtverletzungen**.
die Steuernachzahlung, -en;tax back-payment;доплата податку;Die Betriebsprüfung **führte zu einer erheblichen Steuernachzahlung**.
die Nachzahlungszins, -en;interest on back-payments;відсотки за прострочення податкових платежів;Die Nachzahlungszinsen **erhöhen die finanzielle Belastung des Betriebs**.
die Zinsberechnung, -en;interest calculation;розрахунок відсотків;Die Zinsberechnung **erfolgt nach den gesetzlichen Vorschriften der Abgabenordnung**.
die Abgabenordnung (AO) (Sg.);Fiscal Code;Податковий кодекс (AO - процесуальний регламент податків);Die AO **regelt das steuerliche Ermittlungsverfahren des Finanzamts**.
die Steuerbehörde, -n;tax authority;податковий орган;Die Steuerbehörde **kann bei begründetem Verdacht Kontrollen durchführen**.
die Steuerfahndung, -en;tax investigation unit;податкова поліція (розслідування податкових злочинів);Die Steuerfahndung **durchsuchte die Geschäftsräume des Unternehmens**.
die Hausdurchsuchung, -en;search of the premises;обшук приміщення (дому/офісу);Die Hausdurchsuchung **wurde vom Richter wegen Verdachts auf Steuerhinterziehung angeordnet**.
die Steuerhinterziehung, -en;tax evasion;ухилення від сплати податків;Steuerhinterziehung **ist eine schwere Straftat und wird mit Gefängnis bestraft**.
die Gefängnisstrafe, -n;prison sentence / jail term;тюремне ув'язнення;Dem Geschäftsführer **droht wegen Steuerhinterziehung eine Gefängnisstrafe**.
die Bewährungsstrafe, -n;suspended sentence / probation;умовний термін;Richter können bei Ersttätern **eine Gefängnisstrafe zur Bewährung aussetzen**.
die Bewährungsauflage, -n;probation condition;умови випробувального терміну (при умовному звільненні);Die Einhaltung der Bewährungsauflagen **wird vom Bewährungshelfer überwacht**.
die Bewährungshelfer, - / die Bewährungshelferin, -nen;probation officer;інспектор з питань пробації (наглядач);Der Bewährungshelfer **unterstützt den Verurteilten bei der Wiedereingliederung**.
die Wiedereingliederung (Sg.) (gesellschaftlich/sozial);social reintegration;суспільна (соціальна) реінтеграція;Die Resozialisierung **strebt die erfolgreiche Wiedereingliederung in die Gesellschaft an**.
die Resozialisierung (Sg.);rehabilitation / resocialization;ресоціалізація;Resozialisierung **ist das oberste Ziel des deutschen Strafvollzugs**.
die Strafvollzug (Sg.);execution of sentences / prison system;виконання покарань (пенітенціарна система);Der Strafvollzug **unterliegt der Aufsicht des Justizministeriums**.
die Justizministerium (Sg.);Ministry of Justice;Міністерство юстиції;Das Justizministerium **erarbeitet Gesetzesentwürfe zur Reform des Strafrechts**.
die Strafrecht (Sg.);criminal law;кримінальне право;Das Strafrecht **definiert die Voraussetzungen für eine Bestrafung**.
die Bestrafung, -en;punishment;покарання;Die Bestrafung **soll der Abschreckung und der Gerechtigkeit dienen**.
die Abschreckung (Sg.);deterrence;залякування, запобігання (превенція);Die Abschreckung **ist ein wichtiges Ziel der gesetzlichen Strafen**.
die Prävention (Sg.);prevention;профілактика, запобігання;Maßnahmen zur Prävention **stehen auch beim Arbeitsschutz im Vordergrund**.
die Kriminalprävention (Sg.);crime prevention;профілактика злочинності;Die Kriminalprävention **wird durch polizeiliche Beratung gefördert**.
die Opferberatung, -en;victim counseling;консультація потерпілих;Die Opferberatung **bietet psychosoziale Betreuung für Betroffene von Straftaten**.
die Opferhilfe (Sg.);victim support;допомога потерпілим;Die Opferhilfe **wird durch gemeinnützige Vereine organisiert**.
die Gemeinnützigkeit (Sg.);charitable status / public utility;суспільна корисність, благодійність (статус некомерційної організації);Die Gemeinnützigkeit **befreit den Verein von der Körperschaftsteuer**.
die Körperschaftsteuer, -n;corporate income tax;корпоративний податок (податок на прибуток підприємств);Die Körperschaftsteuer **wird auf den Gewinn von juristischen Personen erhoben**.
die Gewerbesteuer, -n;trade tax (local business tax in Germany);промисловий податок (муніципальний податок на бізнес);Die Gewerbesteuer **fließt direkt an die Kommunen**.
die Hebesatz, "-e;multiplier / assessment rate (for local taxes);ставка оподаткування (коефіцієнт Hebesatz для місцевих податків);Der Hebesatz **wird von der Gemeinde selbstständig festgelegt**.
die Gemeinde, -n;municipality / local community;громада, муніципалітет;Die Gemeinde **ist für die Bereitstellung der Infrastruktur zuständig**.
die Kommunalverwaltung, -en;local government / municipal administration;комунальне управління, місцева адміністрація;Die Kommunalverwaltung **bearbeitet Anträge auf Gewerbeanmeldung**.
die Gewerbeanmeldung, -en;business registration;реєстрація підприємницької діяльності;Die Gewerbeanmeldung **ist vor dem Arbeitsbeginn des Betriebs vorzunehmen**.
die Gewerbeamt, "-er;trade office / licensing office;відділ реєстрації підприємництва;Das Gewerbeamt **stellt den Gewerbeschein nach der Anmeldung aus**.
die Gewerbeschein, -e;trade license / business registration certificate;дозвіл на промисел (свідоцтво про реєстрацію бізнесу);Der Gewerbeschein **dient als offizieller Nachweis der selbstständigen Tätigkeit**.
die Selbstständigkeit (Sg.);self-employment / independence;самостійність, підприємницька діяльність;Der Schritt in die Selbstständigkeit **erfordert Mut und kaufmännische Kenntnisse**.
die Scheinselbstständigkeit (Sg.);false self-employment;фіктивна самостійність (коли фрілансер фактично є найманим працівником);Scheinselbstständigkeit **ist illegal und führt zu Nachzahlungen von Sozialabgaben**.
die Statusfeststellungsverfahren, -;status determination procedure (to check for false self-employment);процедура визначення статусу зайнятості (для виявлення фіктивної самостійності);Das Statusfeststellungsverfahren **wird von der Deutschen Rentenversicherung durchgeführt**.
die Deutsche Rentenversicherung (DRV) (Sg.);German Pension Insurance;Німецьке пенсійне страхування (DRV);Die DRV **prüft den sozialversicherungsrechtlichen Status der Mitarbeiter**.
die Sozialversicherungsprüfung, -en;social security audit;перевірка сплати внесків на соцстрахування;Eine Sozialversicherungsprüfung **findet alle vier Jahre in jedem Betrieb statt**.
die Beitragsnachzahlung, -en;back-payment of contributions;доплата соціальних внесків;Die Beitragsnachzahlung **kann den Arbeitgeber finanziell schwer belasten**.
die Säumniszuschlag, "-e;late payment penalty;пеня за несвоєчасну сплату внесків/податків;Bei verspäteter Zahlung **wird ein gesetzlicher Säumniszuschlag berechnet**.
die Verzug, "-e;delay / default;прострочення, затримка;Der Verzug **berechtigt den Gläubiger zur Erhebung von Mahngebühren**.
die Verzugsgebühr, -en;late fee;плата за прострочення;Die Verzugsgebühr **wurde in der Betriebskostenabrechnung ausgewiesen**.
die Rückstand, "-e;arrears / backlog;заборгованість, відставання;Der Mietrückstand **ist ein gesetzlicher Kündigungsgrund für den Vermieter**.
die Mietrückstand, "-e;rent arrears;заборгованість по орендній платі;Bei einem Mietrückstand von zwei Monatsmieten **droht die fristlose Kündigung**.
die Räumungsklage, -n;eviction lawsuit;позов про виселення;Der Vermieter **reichte eine Räumungsklage beim Amtsgericht ein**.
die Räumungsurteil, -e;eviction order / judgment;судове рішення про виселення;Das Räumungsurteil **ist dem Gerichtsvollzieher zur Vollstreckung vorzulegen**.
die Zwangsräumung, -en;forced eviction;примусове виселення;Die Zwangsräumung **wurde durch den Gerichtsvollzieher durchgeführt**.
